No_,Description,Base Unit of Measure,Gross Weight,Net Weight,Gen_ Prod_ Posting Group,Item Category Code,Fecha creación,Cód_ grupo precio,Unidad medida trabajo,Cód_ formato,Cód_ embalaje,Clave estadistica 1,Clave estadistica 2,Clave estadistica 4,Clave estadistica 5,Unidad medida LM,Categoria WEB 1,Categoria WEB 2,Grosor comercial,formato_Código,formato_Descripción,formato_Largo,formato_Alto,Superficie,formato_Grosor,Grupo_registro_IVA_produto,Unidad medida venta,Situación producto,embalaje_Codigo,Embalaje_Descripcion,Cód formato,Piezas/Caja,M2/Caja,Cajas/Palet,M2/Pallet,MLin/Caja,EAN,Cód. arancelario
PAN51759,P. FIORI TORTORA RECT 60X60,UN,7.25,7.12,EXPO/PANEL,PUBL-SUB,04/01/2023,L43,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51758,P. RICETTA AVORIO RECT 60X120,UN,15.5,15.23,EXPO/PANEL,PUBL-SUB,04/01/2023,L44,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51754,P. RICETTA CENERE RECT 60X120,UN,15.5,15.23,EXPO/PANEL,PUBL-SUB,04/01/2023,L44,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51756,P. RICETTA GRAPHITE RECT 60X120,UN,15.5,15.23,EXPO/PANEL,PUBL-SUB,04/01/2023,L44,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51757,P. RICETTA GRIGIO RECT 60X120,UN,15.5,15.23,EXPO/PANEL,PUBL-SUB,04/01/2023,L44,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51755,P. RICETTA TORTORA RECT 60X120,UN,15.5,15.23,EXPO/PANEL,PUBL-SUB,04/01/2023,L44,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53312,"P.TACO 30X47,5 AMARULA POL RECT",UN,3.42,3.36,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMARULA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN45036,P.AMARULA POL RECT.60X120,UN,16.75,16.46,EXPO/PANEL,PUBL-SUB,04/01/2023,J89,UN,PIEZAS,UNIDADES,,,APE,AMARULA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53314,"P.TACO 30X47,5 AMBOISE LUX MATT RECT",UN,3.42,3.36,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMBOISE LU,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53313,"P.TACO 30X47,5 AMBOISE LUX POL RECT",UN,3.35,3.3,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMBOISE LU,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52377,P.TACO 10X10 APALACHE GRIGIO MATT RECT,UN,0.46,0.45,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52373,P.TACO 10X10 APALACHE MIELE MATT RECT,UN,0.45,0.45,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52374,P.TACO 10X10 APALACHE SABBIA MATT RECT,UN,0.47,0.46,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52376,P.TACO 10X10 APALACHE SANDALO MATT RECT,UN,0.47,0.46,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52375,P.TACO 10X10 APALACHE TABACCO MATT RECT,UN,0.46,0.46,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54338,P.TACO 30X30 APALACHE GRIGIO MATT RECT,UN,2.04,2,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54334,P.TACO 30X30 APALACHE MIELE MATT RECT,UN,2.08,2.05,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54335,P.TACO 30X30 APALACHE SABBIA MATT RECT,UN,2.08,2.04,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54337,P.TACO 30X30 APALACHE SANDALO MATT RECT,UN,2.06,2.04,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54336,P.TACO 30X30 APALACHE TABACCO MATT RECT,UN,2.04,2.01,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,APALACHE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN46162,EXPOSITOR ARGILLAE 60X120,UN,161.44,158.63,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN46997,EXPOSITOR ARGILLAE 120X120,UN,218.04,213.96,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52294,P.TACO 10X10 ANTI-SLIP ARGILLAE CORAL RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52295,P.TACO 10X10 ANTI-SLIP ARGILLAE FUMO RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52296,P.TACO 10X10 ANTI-SLIP ARGILLAE GOBI RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52297,P.TACO 10X10 ANTI-SLIP ARGILLAE NEVE RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52298,P.TACO 10X10 ANTI-SLIP ARGILLAE TERRA RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52299,P.TACO 10X10 ARGILLAE CORAL RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52300,P.TACO 10X10 ARGILLAE FUMO RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52304,P.TACO 10X10 ARGILLAE GOBI RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52303,P.TACO 10X10 ARGILLAE NEVE RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52301,P.TACO 10X10 ARGILLAE NOCTA RECT,UN,0.47,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52302,P.TACO 10X10 ARGILLAE TERRA RECT,UN,0.48,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52305,P.TACO 10X10 COCCIO CORAL RECT,UN,0.47,0.46,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52306,P.TACO 10X10 COCCIO GOBI RECT,UN,0.48,0.47,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52307,P.TACO 10X10 COCCIO MIX RECT,UN,0.47,0.46,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52308,P.TACO 10X10 COCCIO TERRA RECT,UN,0.48,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52311,P.TACO 10X10 NISUS CORAL RECT,UN,0.49,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52313,P.TACO 10X10 NISUS FUMO RECT,UN,0.49,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52310,P.TACO 10X10 NISUS GOBI RECT,UN,0.49,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52309,P.TACO 10X10 NISUS NEVE RECT,UN,0.49,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52314,P.TACO 10X10 NISUS NOCTA RECT,UN,0.49,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN52312,P.TACO 10X10 NISUS TERRA RECT,UN,0.49,0.48,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54288,P.TACO 30X30 ANTI-SLIP ARGILLAE CORAL RECT,UN,2.32,2.28,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54289,P.TACO 30X30 ANTI-SLIP ARGILLAE FUMO RECT,UN,2.33,2.29,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54290,P.TACO 30X30 ANTI-SLIP ARGILLAE GOBI RECT,UN,2.16,2.12,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54291,P.TACO 30X30 ANTI-SLIP ARGILLAE NEVE RECT,UN,2.2,2.16,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54292,P.TACO 30X30 ANTI-SLIP ARGILLAE TERRA RECT,UN,2.19,2.15,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54293,P.TACO 30X30 ARGILLAE CORAL RECT,UN,2.16,2.12,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54294,P.TACO 30X30 ARGILLAE FUMO RECT,UN,2.33,2.29,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54298,P.TACO 30X30 ARGILLAE GOBI RECT,UN,2.16,2.12,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54297,P.TACO 30X30 ARGILLAE NEVE RECT,UN,2.26,2.22,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54295,P.TACO 30X30 ARGILLAE NOCTA RECT,UN,2.29,2.25,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54296,P.TACO 30X30 ARGILLAE TERRA RECT,UN,2.33,2.29,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN55089,P.TACO 30X30 COCCIO CORAL RECT,UN,2.39,2.35,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN55090,P.TACO 30X30 COCCIO GOBI RECT,UN,2.41,2.37,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN55087,P.TACO 30X30 COCCIO MIX RECT,UN,2.33,2.29,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN55088,P.TACO 30X30 COCCIO TERRA RECT,UN,2.43,2.39,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54301,P.TACO 30X30 NISUS CORAL RECT,UN,2.31,2.27,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54303,P.TACO 30X30 NISUS FUMO RECT,UN,2.31,2.27,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54300,P.TACO 30X30 NISUS GOBI RECT,UN,2.36,2.32,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54299,P.TACO 30X30 NISUS NEVE RECT,UN,2.31,2.27,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54304,P.TACO 30X30 NISUS NOCTA RECT,UN,2.31,2.27,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54302,P.TACO 30X30 NISUS TERRA RECT,UN,2.41,2.37,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44946,P. ARGILLAE CORAL RECT.60X60,UN,8.43,8.22,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44948,P. ARGILLAE FUMO RECT.60X60,UN,8.43,8.22,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44945,P. ARGILLAE GOBI RECT.60X60,UN,8.43,8.22,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44944,P. ARGILLAE NEVE RECT.60X60,UN,8.43,8.22,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44957,P.ARGILLAE CORAL RECT.30X60,UN,4.15,4.08,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44959,P.ARGILLAE FUMO RECT.30X60,UN,4.15,4.08,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44956,P.ARGILLAE GOBI RECT.30X60,UN,4.15,4.08,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN44955,P.ARGILLAE NEVE RECT.30X60,UN,4.15,4.08,EXPO/PANEL,PUBL-SUB,04/01/2023,J70,UN,PIEZAS,UNIDADES,,,APE,ARGILLAE,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
